project_id,sov_line_id,scheduled_value,total_billed,pct_complete,pct_billed,billing_gap,retention_held,total_co_amount,underbilling_flag,overbilling_flag,closeout_flag,retention_flag,true_closeout_issue,co_flag,underbilling_points,overbilling_points,closeout_points,co_points,risk_score
PRJ-2018-001,PRJ-2018-001-SOV-11,1508200,1472400,100.0,97.62630950802281,2.373690491977186,3802240.0,533900.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-001,PRJ-2018-001-SOV-12,2197100,2143200,95.35666909790726,97.54676619179828,-2.1900970938910262,3802240.0,1497000.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-001,PRJ-2018-001-SOV-13,1204500,1176900,100.0,97.70859277708593,2.2914072229140743,3802240.0,-87200.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-001,PRJ-2018-001-SOV-14,799700,783100,87.08671827344395,97.92422158309367,-10.837503309649719,3802240.0,1590700.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-001,PRJ-2018-001-SOV-15,711500,695400,100.0,97.73717498243148,2.2628250175685167,3802240.0,838200.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-002,PRJ-2018-002-SOV-01,1798900,1798900,91.72990472921666,100.0,-8.270095270783344,2894500.0,697800.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-002,PRJ-2018-002-SOV-02,619100,619100,100.0,100.0,0.0,2894500.0,0.0,False,False,False,True,False,0,0,0,0,0,0
PRJ-2018-002,PRJ-2018-002-SOV-03,3379100,3373200,95.79084200146725,99.82539729513776,-4.034555293670508,2894500.0,534000.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-002,PRJ-2018-002-SOV-04,3084900,3075200,93.36300618958576,99.68556517229084,-6.322558982705075,2894500.0,186800.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-002,PRJ-2018-002-SOV-05,2565800,2560400,100.0,99.78953932496687,0.21046067503313282,2894500.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-002,PRJ-2018-002-SOV-06,1577100,1572000,94.74783945139397,99.67662164732737,-4.928782195933394,2894500.0,630800.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-002,PRJ-2018-002-SOV-07,4032000,4026800,85.09789787454261,99.87103174603175,-14.773133871489136,2894500.0,365600.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-002,PRJ-2018-002-SOV-08,2652000,2646400,85.49133054047658,99.78883861236802,-14.297508071891443,2894500.0,921200.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-002,PRJ-2018-002-SOV-09,2205000,2202100,100.0,99.86848072562358,0.13151927437641575,2894500.0,290400.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-002,PRJ-2018-002-SOV-10,2768600,2699000,88.10279308318509,97.48609405475692,-9.383300971571828,2894500.0,122600.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-002,PRJ-2018-002-SOV-11,1297300,1265900,100.0,97.57958837585755,2.420411624142446,2894500.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-002,PRJ-2018-002-SOV-12,1415600,1378800,95.26208598213441,97.40039559197513,-2.138309609840718,2894500.0,630800.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-002,PRJ-2018-002-SOV-13,699000,682400,100.0,97.62517882689556,2.3748211731044364,2894500.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-002,PRJ-2018-002-SOV-14,598000,585300,83.52586982066758,97.876254180602,-14.350384359934424,2894500.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-002,PRJ-2018-002-SOV-15,470600,459500,97.22820262366206,97.64130896727582,-0.4131063436137623,2894500.0,534000.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-003,PRJ-2018-003-SOV-01,846400,846400,100.0,100.0,0.0,1176550.0,0.0,False,False,False,True,False,0,0,0,0,0,0
PRJ-2018-003,PRJ-2018-003-SOV-02,227600,227600,90.57606008514774,100.0,-9.423939914852255,1176550.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-003,PRJ-2018-003-SOV-03,1127700,1126800,100.0,99.92019154030328,0.07980845969672146,1176550.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-003,PRJ-2018-003-SOV-04,1319900,1318300,91.04601922916048,99.8787786953557,-8.832759466195228,1176550.0,350600.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-003,PRJ-2018-003-SOV-05,1090900,1089100,100.0,99.83499862498854,0.16500137501145673,1176550.0,158200.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-003,PRJ-2018-003-SOV-06,720200,719100,100.0,99.84726464870869,0.15273535129131233,1176550.0,283900.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-003,PRJ-2018-003-SOV-07,1413900,1410800,100.0,99.78074828488577,0.21925171511422548,1176550.0,152400.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-003,PRJ-2018-003-SOV-08,1571200,1567500,95.12271097016406,99.76451120162932,-4.641800231465254,1176550.0,158200.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-003,PRJ-2018-003-SOV-09,967000,966200,100.0,99.91726990692864,0.08273009307136192,1176550.0,515100.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-003,PRJ-2018-003-SOV-10,704900,688400,100.0,97.65924244573698,2.3407575542630212,1176550.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-003,PRJ-2018-003-SOV-11,349500,340900,88.7431903818188,97.53934191702433,-8.796151535205524,1176550.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-003,PRJ-2018-003-SOV-12,622600,607900,100.0,97.63893350465789,2.361066495342115,1176550.0,191600.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-003,PRJ-2018-003-SOV-13,381100,372800,86.44557402634052,97.8220939385988,-11.376519912258274,1176550.0,66700.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-003,PRJ-2018-003-SOV-14,290000,283900,88.91707492841086,97.89655172413792,-8.979476795727066,1176550.0,66700.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-003,PRJ-2018-003-SOV-15,204100,199800,85.60871093999607,97.89318961293483,-12.28447867293876,1176550.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-004,PRJ-2018-004-SOV-01,910000,910000,90.37023709996825,100.0,-9.62976290003175,1114320.0,-107900.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-004,PRJ-2018-004-SOV-02,281600,281600,100.0,100.0,0.0,1114320.0,-107900.0,False,False,False,True,False,0,0,0,0,0,0
PRJ-2018-004,PRJ-2018-004-SOV-03,975600,974700,95.09959213110871,99.90774907749078,-4.80815694638207,1114320.0,380400.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-004,PRJ-2018-004-SOV-04,1144000,1140100,100.0,99.6590909090909,0.3409090909090935,1114320.0,-107900.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-004,PRJ-2018-004-SOV-05,1122100,1120900,93.86038087698363,99.89305765974512,-6.032676782761499,1114320.0,472100.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-004,PRJ-2018-004-SOV-06,479700,478800,100.0,99.812382739212,0.18761726078800223,1114320.0,62800.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-004,PRJ-2018-004-SOV-07,1829000,1825500,100.0,99.80863860032805,0.19136139967194765,1114320.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-004,PRJ-2018-004-SOV-08,1240300,1237700,86.28262219771162,99.79037329678305,-13.507751099071427,1114320.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-004,PRJ-2018-004-SOV-09,668800,666700,100.0,99.686004784689,0.31399521531099595,1114320.0,62800.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-004,PRJ-2018-004-SOV-10,901000,877200,100.0,97.35849056603773,2.64150943396227,1114320.0,258300.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-004,PRJ-2018-004-SOV-11,386000,375900,99.66499262625686,97.38341968911917,2.281572937137696,1114320.0,0.0,False,False,False,True,False,0,0,0,0,0,0
PRJ-2018-004,PRJ-2018-004-SOV-12,511100,499100,90.45236855611263,97.65212287223636,-7.19975431612373,1114320.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-004,PRJ-2018-004-SOV-13,407900,399000,89.88987054988806,97.818092669772,-7.928222119883941,1114320.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-004,PRJ-2018-004-SOV-14,247500,242200,89.80939260591033,97.85858585858585,-8.049193252675522,1114320.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-004,PRJ-2018-004-SOV-15,116400,113800,100.0,97.76632302405498,2.2336769759450164,1114320.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-005,PRJ-2018-005-SOV-01,602100,602100,100.0,100.0,0.0,763960.0,53600.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-005,PRJ-2018-005-SOV-02,213900,213900,100.0,100.0,0.0,763960.0,135400.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-005,PRJ-2018-005-SOV-03,837900,835500,94.31722699136776,99.71356963838167,-5.39634264701391,763960.0,343300.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-005,PRJ-2018-005-SOV-04,897200,893500,100.0,99.58760588497549,0.4123941150245116,763960.0,-20500.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-005,PRJ-2018-005-SOV-05,764400,760400,100.0,99.47671376242805,0.523286237571952,763960.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-005,PRJ-2018-005-SOV-06,433800,431500,99.24338117258414,99.46980175195944,-0.2264205793753007,763960.0,374900.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-005,PRJ-2018-005-SOV-07,1047000,1043900,85.28472429614047,99.70391595033429,-14.419191654193824,763960.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-005,PRJ-2018-005-SOV-08,823100,819400,86.1269278315268,99.5504798930871,-13.4235520615603,763960.0,-20500.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-005,PRJ-2018-005-SOV-09,519400,518700,100.0,99.86522911051213,0.13477088948786786,763960.0,374900.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-005,PRJ-2018-005-SOV-10,463600,452800,100.0,97.67040552200173,2.3295944779982705,763960.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-005,PRJ-2018-005-SOV-11,231900,225400,100.0,97.19706770159551,2.8029322984044853,763960.0,53600.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-005,PRJ-2018-005-SOV-12,361100,351500,100.0,97.34145666020493,2.6585433397950737,763960.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-005,PRJ-2018-005-SOV-13,153200,149000,100.0,97.25848563968668,2.7415143603133174,763960.0,550600.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-005,PRJ-2018-005-SOV-14,211800,206000,100.0,97.26156751652503,2.7384324834749663,763960.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-005,PRJ-2018-005-SOV-15,139600,136000,87.31317118179075,97.42120343839542,-10.108032256604673,763960.0,111900.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-006,PRJ-2018-006-SOV-01,698900,698900,100.0,100.0,0.0,997210.0,179900.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-006,PRJ-2018-006-SOV-02,283100,283100,96.94382253337041,100.0,-3.0561774666295918,997210.0,524000.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-006,PRJ-2018-006-SOV-03,830800,829800,93.23776815158519,99.87963408762639,-6.641865936041199,997210.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-006,PRJ-2018-006-SOV-04,1055200,1054300,100.0,99.91470811220621,0.08529188779378671,997210.0,303500.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-006,PRJ-2018-006-SOV-05,894300,892200,96.04837759262296,99.76517946997652,-3.7168018773535607,997210.0,279700.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-006,PRJ-2018-006-SOV-06,602600,601900,86.47518000189048,99.8838367076004,-13.408656705709916,997210.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-006,PRJ-2018-006-SOV-07,1380600,1379400,100.0,99.91308126901347,0.08691873098652536,997210.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-006,PRJ-2018-006-SOV-08,1190100,1189100,100.0,99.91597344760945,0.08402655239055434,997210.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-006,PRJ-2018-006-SOV-09,785000,782500,93.12421653210302,99.68152866242038,-6.5573121303173565,997210.0,200800.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-006,PRJ-2018-006-SOV-10,725300,706500,100.0,97.40796911622776,2.592030883772239,997210.0,78900.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-006,PRJ-2018-006-SOV-11,431200,420200,99.0618605565191,97.44897959183673,1.6128809646823612,997210.0,145800.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-006,PRJ-2018-006-SOV-12,550900,537100,89.0090407174075,97.49500816845162,-8.485967451044118,997210.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-006,PRJ-2018-006-SOV-13,237000,231400,99.77917234855671,97.63713080168776,2.1420415468689527,997210.0,0.0,False,False,False,True,False,0,0,0,0,0,0
PRJ-2018-006,PRJ-2018-006-SOV-14,254000,248300,91.1165062868373,97.75590551181102,-6.639399224973715,997210.0,235400.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-006,PRJ-2018-006-SOV-15,120000,117400,100.0,97.83333333333334,2.166666666666657,997210.0,468200.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-007,PRJ-2018-007-SOV-01,1525500,1525500,100.0,100.0,0.0,1843510.0,0.0,False,False,False,True,False,0,0,0,0,0,0
PRJ-2018-007,PRJ-2018-007-SOV-02,628500,628500,100.0,100.0,0.0,1843510.0,0.0,False,False,False,True,False,0,0,0,0,0,0
PRJ-2018-007,PRJ-2018-007-SOV-03,1429700,1421900,100.0,99.4544309995104,0.545569000489607,1843510.0,99600.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-007,PRJ-2018-007-SOV-04,2225100,2213700,100.0,99.48766347579884,0.5123365242011602,1843510.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-007,PRJ-2018-007-SOV-05,1832500,1828700,96.6346470677323,99.79263301500683,-3.1579859472745255,1843510.0,565900.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-007,PRJ-2018-007-SOV-06,1158000,1151800,88.79714626455917,99.46459412780656,-10.66744786324739,1843510.0,669400.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-007,PRJ-2018-007-SOV-07,2147700,2146500,91.4215266004027,99.94412627461936,-8.522599674216664,1843510.0,231700.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-007,PRJ-2018-007-SOV-08,1998700,1995800,100.0,99.85490568869764,0.1450943113023584,1843510.0,221700.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-007,PRJ-2018-007-SOV-09,1287100,1282300,97.79931991031073,99.62706860383808,-1.8277486935273544,1843510.0,433800.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-007,PRJ-2018-007-SOV-10,1333500,1297200,83.23397204031417,97.27784026996625,-14.043868229652077,1843510.0,535500.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-007,PRJ-2018-007-SOV-11,862100,841500,100.0,97.61048602250318,2.3895139774968186,1843510.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-007,PRJ-2018-007-SOV-12,797200,775900,98.81062840397274,97.32814851981936,1.4824798841533777,1843510.0,0.0,False,False,False,True,False,0,0,0,0,0,0
PRJ-2018-007,PRJ-2018-007-SOV-13,645500,628700,85.73777811685346,97.39736638264911,-11.659588265795648,1843510.0,335200.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-007,PRJ-2018-007-SOV-14,467100,454300,94.08252305892432,97.25968743309784,-3.1771643741735147,1843510.0,0.0,False,False,False,True,False,0,0,0,0,0,0
PRJ-2018-007,PRJ-2018-007-SOV-15,248800,242800,100.0,97.58842443729904,2.4115755627009605,1843510.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-008,PRJ-2018-008-SOV-01,440400,440400,100.0,100.0,0.0,616760.0,280400.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-008,PRJ-2018-008-SOV-02,197900,197900,93.79308408304175,100.0,-6.206915916958252,616760.0,82800.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-008,PRJ-2018-008-SOV-03,621400,620500,85.57672372609625,99.85516575474735,-14.2784420286511,616760.0,229000.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-008,PRJ-2018-008-SOV-04,630300,629200,85.6827790568167,99.82547993019197,-14.142700873375276,616760.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-008,PRJ-2018-008-SOV-05,537400,536400,100.0,99.81391886862671,0.1860811313732853,616760.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-008,PRJ-2018-008-SOV-06,246500,245900,100.0,99.75659229208925,0.24340770791074817,616760.0,153800.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-008,PRJ-2018-008-SOV-07,1034400,1031800,95.88565309731874,99.74864655839134,-3.8629934610726053,616760.0,242300.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-008,PRJ-2018-008-SOV-08,460700,459900,100.0,99.8263512046885,0.17364879531149313,616760.0,82800.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-008,PRJ-2018-008-SOV-09,555500,554000,100.0,99.72997299729973,0.27002700270027447,616760.0,183200.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-008,PRJ-2018-008-SOV-10,486900,475200,100.0,97.59704251386322,2.402957486136785,616760.0,261100.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-008,PRJ-2018-008-SOV-11,246600,240400,100.0,97.48580697485806,2.5141930251419353,616760.0,219100.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-008,PRJ-2018-008-SOV-12,333500,325100,90.87353982009395,97.48125937031485,-6.607719550220892,616760.0,379900.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-008,PRJ-2018-008-SOV-13,180200,176000,100.0,97.669256381798,2.330743618202007,616760.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-008,PRJ-2018-008-SOV-14,138800,135700,94.91874959193079,97.76657060518733,-2.847821013256535,616760.0,0.0,False,False,False,True,False,0,0,0,0,0,0
PRJ-2018-008,PRJ-2018-008-SOV-15,101500,99200,100.0,97.73399014778326,2.2660098522167402,616760.0,-60300.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-009,PRJ-2018-009-SOV-01,1221900,1221900,100.0,100.0,0.0,1473920.0,0.0,False,False,False,True,False,0,0,0,0,0,0
PRJ-2018-009,PRJ-2018-009-SOV-02,293600,293600,100.0,100.0,0.0,1473920.0,298900.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-009,PRJ-2018-009-SOV-03,1207300,1203100,100.0,99.65211629255363,0.3478837074463712,1473920.0,85900.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-009,PRJ-2018-009-SOV-04,1806400,1798500,99.36018134978016,99.5626660761736,-0.20248472639343618,1473920.0,549400.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-009,PRJ-2018-009-SOV-05,1502100,1501300,86.08649358395482,99.94674122894615,-13.860247644991333,1473920.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-009,PRJ-2018-009-SOV-06,838800,836900,90.08812699196598,99.77348593228422,-9.685358940318238,1473920.0,203500.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-009,PRJ-2018-009-SOV-07,2346900,2343900,100.0,99.87217180109931,0.12782819890068708,1473920.0,-9500.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-009,PRJ-2018-009-SOV-08,1321900,1318400,100.0,99.73522959376655,0.2647704062334526,1473920.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-009,PRJ-2018-009-SOV-09,1049000,1045600,100.0,99.67588179218303,0.32411820781696576,1473920.0,-163900.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-009,PRJ-2018-009-SOV-10,1142500,1111700,85.88289600550692,97.30415754923413,-11.421261543727212,1473920.0,454000.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-009,PRJ-2018-009-SOV-11,472400,461100,100.0,97.60795935647756,2.392040643522435,1473920.0,-161200.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-009,PRJ-2018-009-SOV-12,707400,690500,86.37599265102004,97.61096974837433,-11.234977097354289,1473920.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-009,PRJ-2018-009-SOV-13,399200,389100,100.0,97.46993987975952,2.5300601202404778,1473920.0,51800.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-009,PRJ-2018-009-SOV-14,352200,344600,90.68275364128203,97.84213515048268,-7.159381509200642,1473920.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-009,PRJ-2018-009-SOV-15,183400,179000,86.4912782417608,97.60087241003271,-11.109594168271911,1473920.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-010,PRJ-2018-010-SOV-01,953100,953100,100.0,100.0,0.0,1251860.0,0.0,False,False,False,True,False,0,0,0,0,0,0
PRJ-2018-010,PRJ-2018-010-SOV-02,248600,248600,98.74990953556694,100.0,-1.2500904644330575,1251860.0,0.0,False,False,False,True,False,0,0,0,0,0,0
PRJ-2018-010,PRJ-2018-010-SOV-03,1133400,1130500,100.0,99.74413269807658,0.25586730192341633,1251860.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-010,PRJ-2018-010-SOV-04,1593000,1591500,93.96912034159597,99.90583804143127,-5.936717699835299,1251860.0,234000.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-010,PRJ-2018-010-SOV-05,1081600,1077500,100.0,99.62093195266272,0.3790680473372845,1251860.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-010,PRJ-2018-010-SOV-06,605600,604500,100.0,99.81836195508586,0.1816380449141377,1251860.0,174000.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-010,PRJ-2018-010-SOV-07,1773100,1768700,88.11301334267223,99.75184704754385,-11.638833704871615,1251860.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-010,PRJ-2018-010-SOV-08,1304000,1298300,93.42084739547408,99.56288343558283,-6.142036040108749,1251860.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-010,PRJ-2018-010-SOV-09,1055000,1048200,100.0,99.35545023696683,0.6445497630331687,1251860.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-010,PRJ-2018-010-SOV-10,989100,963900,100.0,97.45222929936305,2.5477707006369457,1251860.0,408000.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-010,PRJ-2018-010-SOV-11,578000,562000,94.42508273833512,97.23183391003461,-2.8067511716994886,1251860.0,0.0,False,False,False,True,False,0,0,0,0,0,0
PRJ-2018-010,PRJ-2018-010-SOV-12,584700,570900,100.0,97.63981528989225,2.3601847101077453,1251860.0,174000.0,False,False,True,True,False,1,0,0,0,3,3
PRJ-2018-010,PRJ-2018-010-SOV-13,260000,254000,100.0,97.6923076923077,2.3076923076923066,1251860.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-010,PRJ-2018-010-SOV-14,327100,319200,96.7355347279709,97.58483644145521,-0.8493017134843086,1251860.0,0.0,False,False,False,True,False,0,0,0,0,0,0
PRJ-2018-010,PRJ-2018-010-SOV-15,130700,127700,100.0,97.70466717674063,2.295332823259372,1251860.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-011,PRJ-2018-011-SOV-01,2957500,2957500,85.39775338217225,100.0,-14.602246617827745,4500270.0,0.0,False,True,False,True,False,0,0,1,0,0,1
PRJ-2018-011,PRJ-2018-011-SOV-02,1225300,1225300,100.0,100.0,0.0,4500270.0,0.0,False,False,False,True,False,0,0,0,0,0,0
PRJ-2018-011,PRJ-2018-011-SOV-03,3755600,3750600,100.0,99.86686548088188,0.1331345191181157,4500270.0,0.0,False,False,True,True,False,0,0,0,0,0,0
PRJ-2018-011,PRJ-2018-011-SOV-04,5237200,5234200,95.79711117768753,99.9427174826243,-4.145606304936777,4500270.0,0.0,False,False,False,True,False,0,0,0,0,0,0
PRJ-2018-011,PRJ-2018-011-SOV-05,4800300,4796000,92.02279126836683,99.91042226527509,-7.887630996908257,4500270.0,158300.0,False,True,False,True,False,1,0,1,0,3,4
PRJ-2018-011,PRJ-2018-011-SOV-06,1993300,1990800,98.7189810718751,99.87457984247227,-1.155598770597166,4500270.0,386800.0,False,False,False,True,False,1,0,0,0,3,3
PRJ-2018-011,PRJ-2018-011-SOV-07,6115400,6101700,98.30589566847219,99.77597540635118,-1.47007973787899,4500270.0,0.0,False,False,False,True,False,0,0,0,0,0,0
