project_id,sov_line_id,project_name,gc_name,realized_margin,bid_margin,margin_erosion,total_variance,labor_overrun_ratio,material_overrun_ratio,original_contract_value,contract_date,substantial_completion_date,retention_pct,payment_terms,scheduled_value,total_estimated_budget,budget_coverage,estimated_labor_hours,estimated_labor_cost,estimated_material_cost,estimated_equipment_cost,estimated_sub_cost,estimated_budget,actual_total_cost,total_labor_cost,total_hours_st,total_hours_ot,total_hours,unique_employees,material_total_cost,total_billed,pct_complete,pct_billed,billing_gap,retention_held,total_co_amount,rfi_count,risk_score,underbilling_flag,overbilling_flag,closeout_flag,retention_flag,true_closeout_issue,key_assumptions
PRJ-2018-001,PRJ-2018-001-SOV-11,Minneapolis Hospital - Mechanical Systems Renovation,JE Dunn,0.5382085903198829,0.23186807443027388,-0.306340515889609,-985816.65,0.09095403157993087,0.98,38264000,2018-01-06,2019-04-20,0.1,Net 30,1508200,43307594.728,1.132,16136,1070300,640800,0,0,1830022.222,725283.35,97348.1,1110,46,1156,140,627935.25,1472400,97.6,97.6263095080228,-0.0263095080228197,3802240.0,533900.0,49,3,False,False,False,True,False,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-001,PRJ-2018-001-SOV-12,Minneapolis Hospital - Mechanical Systems Renovation,JE Dunn,0.5382085903198829,0.23186807443027388,-0.306340515889609,-704847.3899999999,0.059688696798769314,2.0,38264000,2018-01-06,2019-04-20,0.1,Net 30,2197100,43307594.728,1.132,20581,1365100,0,0,1793700,3158800.0,660252.6100000001,81481.04,872,66,938,112,578771.5700000001,2143200,97.5,97.54676619179828,-0.0467661917982837,3802240.0,1497000.0,49,4,False,True,False,True,False,Insulation by specialty sub; pricing based on current bid
PRJ-2018-001,PRJ-2018-001-SOV-13,Minneapolis Hospital - Mechanical Systems Renovation,JE Dunn,0.5382085903198829,0.23186807443027388,-0.306340515889609,-747631.48,0.034566787190082646,0.0,38264000,2018-01-06,2019-04-20,0.1,Net 30,1204500,43307594.728,1.132,11676,774400,0,0,983300,1757700.0,26768.52,26768.52,296,16,312,37,0.0,1176900,97.7,97.70859277708593,-0.0085927770859228,3802240.0,-87200.0,49,0,False,False,False,True,False,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-001,PRJ-2018-001-SOV-14,Minneapolis Hospital - Mechanical Systems Renovation,JE Dunn,0.5382085903198829,0.23186807443027388,-0.306340515889609,-729820.13,0.05532049747521975,0.0,38264000,2018-01-06,2019-04-20,0.1,Net 30,799700,43307594.728,1.132,8062,534700,224700,0,0,787542.105,29579.87,29579.87,340,14,354,44,0.0,783100,97.9,97.92422158309368,-0.0242215830936629,3802240.0,1590700.0,49,3,False,False,False,True,False,Startup includes 2 weeks of system commissioning support
PRJ-2018-001,PRJ-2018-001-SOV-15,Minneapolis Hospital - Mechanical Systems Renovation,JE Dunn,0.5382085903198829,0.23186807443027388,-0.306340515889609,-794741.64,0.056900968660968665,0.0,38264000,2018-01-06,2019-04-20,0.1,Net 30,711500,43307594.728,1.132,7938,526500,298200,0,0,824700.0,29958.36,29958.36,326,28,354,41,0.0,695400,97.7,97.73717498243148,-0.0371749824314804,3802240.0,838200.0,49,3,False,False,False,True,False,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-002,PRJ-2018-002-SOV-01,Louisville Office Park - Core & Shell MEP,JE Dunn,0.4766319144120975,0.27029455131502245,-0.20633736309707507,-1125016.87,0.43127433855411024,0.0,29163000,2018-01-12,2019-07-06,0.1,Net 30,1798900,31372764.008,1.076,18047,1130100,482300,0,0,1612400.0,487383.13,487383.13,5342,300,5642,649,0.0,1798900,100.0,100.0,0.0,2894500.0,697800.0,93,3,False,False,False,True,False,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-002,PRJ-2018-002-SOV-02,Louisville Office Park - Core & Shell MEP,JE Dunn,0.4766319144120975,0.27029455131502245,-0.20633736309707507,-513548.07,0.36625245405908347,0.0,29163000,2018-01-12,2019-07-06,0.1,Net 30,619100,31372764.008,1.076,6866,429900,241100,0,0,671000.0,157451.93,157451.93,1822,76,1898,229,0.0,619100,100.0,100.0,0.0,2894500.0,0.0,93,0,False,False,False,True,False,Submittals prepared in-house; standard review cycles
PRJ-2018-002,PRJ-2018-002-SOV-03,Louisville Office Park - Core & Shell MEP,JE Dunn,0.4766319144120975,0.27029455131502245,-0.20633736309707507,-1528786.97,0.1370466160069976,1.038,29163000,2018-01-12,2019-07-06,0.1,Net 30,3379100,31372764.008,1.076,29210,1829200,1308400,0,0,3460400.0,1608813.03,250685.67,2716,168,2884,341,1358127.36,3373200,99.8,99.82539729513776,-0.0253972951377647,2894500.0,534000.0,93,3,False,False,False,True,False,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-002,PRJ-2018-002-SOV-04,Louisville Office Park - Core & Shell MEP,JE Dunn,0.4766319144120975,0.27029455131502245,-0.20633736309707507,-1787826.82,0.12059160125210691,1.038,29163000,2018-01-12,2019-07-06,0.1,Net 30,3084900,31372764.008,1.076,33160,2076500,1005800,0,0,3601425.0,1294473.18,250408.46,2786,156,2942,349,1044064.72,3075200,99.7,99.68556517229084,0.0144348277091665,2894500.0,186800.0,93,3,False,False,False,True,False,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-002,PRJ-2018-002-SOV-05,Louisville Office Park - Core & Shell MEP,JE Dunn,0.4766319144120975,0.27029455131502245,-0.20633736309707507,-1496607.1500000001,0.1439081395997101,1.038,29163000,2018-01-12,2019-07-06,0.1,Net 30,2565800,31372764.008,1.076,28643,1793700,1025000,0,0,3018000.0,1322092.8499999999,258128.03,2818,190,3008,352,1063964.8199999998,2560400,99.8,99.78953932496688,0.0104606750331299,2894500.0,0.0,93,0,False,False,False,True,False,Copper pricing based on current market rates
PRJ-2018-002,PRJ-2018-002-SOV-06,Louisville Office Park - Core & Shell MEP,JE Dunn,0.4766319144120975,0.27029455131502245,-0.20633736309707507,-738303.87,0.15685715706864156,1.038,29163000,2018-01-12,2019-07-06,0.1,Net 30,1577100,31372764.008,1.076,14448,904700,643200,0,0,1648422.222,809596.13,141908.67,1552,84,1636,195,667687.46,1572000,99.7,99.67662164732737,0.0233783526726369,2894500.0,630800.0,93,3,False,False,False,True,False,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-002,PRJ-2018-002-SOV-07,Louisville Office Park - Core & Shell MEP,JE Dunn,0.4766319144120975,0.27029455131502245,-0.20633736309707507,2439089.27,0.1602603408830931,2.0,29163000,2018-01-12,2019-07-06,0.1,Net 30,4032000,31372764.008,1.076,13961,874200,0,3057100,0,3977310.526,3313289.27,140099.59,1588,74,1662,201,3173189.68,4026800,99.9,99.87103174603176,0.0289682539682587,2894500.0,365600.0,93,3,False,False,False,True,False,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-002,PRJ-2018-002-SOV-08,Louisville Office Park - Core & Shell MEP,JE Dunn,0.4766319144120975,0.27029455131502245,-0.20633736309707507,1451046.9300000002,0.1930310645966177,2.0,29163000,2018-01-12,2019-07-06,0.1,Net 30,2652000,31372764.008,1.076,11520,721400,0,1958800,0,2718168.421,2172446.93,139252.61000000002,1496,106,1602,188,2033194.32,2646400,99.8,99.78883861236802,0.0111613876319722,2894500.0,921200.0,93,3,False,False,False,True,False,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-002,PRJ-2018-002-SOV-09,Louisville Office Park - Core & Shell MEP,JE Dunn,0.4766319144120975,0.27029455131502245,-0.20633736309707507,1510695.52,0.5134377093883911,2.0,29163000,2018-01-12,2019-07-06,0.1,Net 30,2205000,31372764.008,1.076,8199,513400,0,1696100,0,2266544.444,2024095.52,263598.92,2952,158,3110,368,1760496.6,2202100,99.9,99.86848072562358,0.0315192743764214,2894500.0,290400.0,93,3,False,False,False,True,False,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-002,PRJ-2018-002-SOV-10,Louisville Office Park - Core & Shell MEP,JE Dunn,0.4766319144120975,0.27029455131502245,-0.20633736309707507,-1814965.5,0.07251127853651163,1.038,29163000,2018-01-12,2019-07-06,0.1,Net 30,2768600,31372764.008,1.076,31687,1984300,668200,0,0,3002670.588,837534.5,143884.13,1636,62,1698,206,693650.37,2699000,97.5,97.48609405475692,0.0139059452430814,2894500.0,122600.0,93,3,False,False,False,True,False,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-002,PRJ-2018-002-SOV-11,Louisville Office Park - Core & Shell MEP,JE Dunn,0.4766319144120975,0.27029455131502245,-0.20633736309707507,-705154.72,0.2015861961828673,1.038,29163000,2018-01-12,2019-07-06,0.1,Net 30,1297300,31372764.008,1.076,14391,901200,377800,0,0,1379133.333,573845.28,181669.48,2000,126,2126,252,392175.8,1265900,97.6,97.57958837585755,0.0204116241424401,2894500.0,0.0,93,0,False,False,False,True,False,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-002,PRJ-2018-002-SOV-12,Louisville Office Park - Core & Shell MEP,JE Dunn,0.4766319144120975,0.27029455131502245,-0.20633736309707507,-288966.53,0.17030672147001935,2.0,29163000,2018-01-12,2019-07-06,0.1,Net 30,1415600,31372764.008,1.076,13210,827200,0,0,1091000,1918200.0,538233.47,140877.72,1480,104,1584,188,397355.75,1378800,97.4,97.40039559197513,-0.0003955919751206,2894500.0,630800.0,93,3,False,False,False,True,False,Insulation by specialty sub; pricing based on current bid
PRJ-2018-002,PRJ-2018-002-SOV-13,Louisville Office Park - Core & Shell MEP,JE Dunn,0.4766319144120975,0.27029455131502245,-0.20633736309707507,-438840.1,0.08992098714226462,0.0,29163000,2018-01-12,2019-07-06,0.1,Net 30,699000,31372764.008,1.076,7701,482200,0,0,538700,1020900.0,43359.9,43359.9,512,22,534,65,0.0,682400,97.6,97.62517882689556,-0.0251788268955692,2894500.0,0.0,93,0,False,False,False,True,False,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-002,PRJ-2018-002-SOV-14,Louisville Office Park - Core & Shell MEP,JE Dunn,0.4766319144120975,0.27029455131502245,-0.20633736309707507,-523723.73,0.10375903650508679,0.0,29163000,2018-01-12,2019-07-06,0.1,Net 30,598000,31372764.008,1.076,5338,334200,224200,0,0,575989.474,34676.270000000004,34676.270000000004,394,22,416,50,0.0,585300,97.9,97.876254180602,0.0237458193980018,2894500.0,0.0,93,0,False,False,False,True,False,Startup includes 2 weeks of system commissioning support
PRJ-2018-002,PRJ-2018-002-SOV-15,Louisville Office Park - Core & Shell MEP,JE Dunn,0.4766319144120975,0.27029455131502245,-0.20633736309707507,-456507.91000000003,0.13623163387000595,0.0,29163000,2018-01-12,2019-07-06,0.1,Net 30,470600,31372764.008,1.076,5357,335400,166800,0,0,502200.0,45692.09,45692.09,460,40,500,58,0.0,459500,97.6,97.64130896727582,-0.0413089672758246,2894500.0,534000.0,93,4,False,True,False,True,False,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-003,PRJ-2018-003-SOV-01,Las Vegas Elementary Campus - Climate Systems,Turner Construction,0.43170115316380836,0.2625749767677621,-0.16912617639604627,-511904.49,0.5487355808423913,0.0,11837000,2018-01-12,2019-06-24,0.1,Net 30,846400,13416964.224,1.133,8713,588800,246200,0,0,835000.0,323095.51,323095.51,3612,214,3826,446,0.0,846400,100.0,100.0,0.0,1176550.0,0.0,48,0,False,False,False,True,False,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-003,PRJ-2018-003-SOV-02,Las Vegas Elementary Campus - Climate Systems,Turner Construction,0.43170115316380836,0.2625749767677621,-0.16912617639604627,-108067.46,0.7945183699870634,0.0,11837000,2018-01-12,2019-06-24,0.1,Net 30,227600,13416964.224,1.133,2288,154600,76300,0,0,230900.0,122832.54,122832.54,1356,52,1408,170,0.0,227600,100.0,100.0,0.0,1176550.0,0.0,48,0,False,False,False,True,False,Submittals prepared in-house; standard review cycles
PRJ-2018-003,PRJ-2018-003-SOV-03,Las Vegas Elementary Campus - Climate Systems,Turner Construction,0.43170115316380836,0.2625749767677621,-0.16912617639604627,-725336.33,0.17694516203703703,0.962,11837000,2018-01-12,2019-06-24,0.1,Net 30,1127700,13416964.224,1.133,12785,864000,374300,0,0,1390770.588,512963.67000000004,152880.62,1752,74,1826,221,360083.05000000005,1126800,99.9,99.92019154030328,-0.0201915403032728,1176550.0,0.0,48,0,False,False,False,True,False,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-003,PRJ-2018-003-SOV-04,Las Vegas Elementary Campus - Climate Systems,Turner Construction,0.43170115316380836,0.2625749767677621,-0.16912617639604627,-712918.07,0.19136421795465064,0.962,11837000,2018-01-12,2019-06-24,0.1,Net 30,1319900,13416964.224,1.133,12791,864400,365900,0,0,1446400.0,517381.93000000005,165415.23,1764,104,1868,219,351966.7,1318300,99.9,99.8787786953557,0.0212213046442997,1176550.0,350600.0,48,3,False,False,False,True,False,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-003,PRJ-2018-003-SOV-05,Las Vegas Elementary Campus - Climate Systems,Turner Construction,0.43170115316380836,0.2625749767677621,-0.16912617639604627,-523710.82999999996,0.22245763644702646,0.962,11837000,2018-01-12,2019-06-24,0.1,Net 30,1090900,13416964.224,1.133,9679,654100,397500,0,0,1124277.778,527889.17,145509.54,1600,66,1666,200,382379.63,1089100,99.8,99.83499862498854,-0.0349986249885461,1176550.0,158200.0,48,3,False,False,False,True,False,Copper pricing based on current market rates
PRJ-2018-003,PRJ-2018-003-SOV-06,Las Vegas Elementary Campus - Climate Systems,Turner Construction,0.43170115316380836,0.2625749767677621,-0.16912617639604627,-364024.08,0.1906617754450023,0.962,11837000,2018-01-12,2019-06-24,0.1,Net 30,720200,13416964.224,1.133,6484,438200,247700,0,0,734588.889,321875.92,83547.99,938,52,990,118,238327.93,719100,99.8,99.84726464870867,-0.0472646487086905,1176550.0,283900.0,48,4,False,True,False,True,False,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-003,PRJ-2018-003-SOV-07,Las Vegas Elementary Campus - Climate Systems,Turner Construction,0.43170115316380836,0.2625749767677621,-0.16912617639604627,832866.9000000001,0.19900684337349397,2.0,11837000,2018-01-12,2019-06-24,0.1,Net 30,1413900,13416964.224,1.133,6141,415000,0,1211500,0,1648342.105,1247866.9000000001,82587.84,888,54,942,113,1165279.06,1410800,99.8,99.78074828488576,0.0192517151142226,1176550.0,152400.0,48,3,False,False,False,True,False,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-003,PRJ-2018-003-SOV-08,Las Vegas Elementary Campus - Climate Systems,Turner Construction,0.43170115316380836,0.2625749767677621,-0.16912617639604627,844615.8200000001,0.1848300566572238,2.0,11837000,2018-01-12,2019-06-24,0.1,Net 30,1571200,13416964.224,1.133,5224,353000,0,1177300,0,1548878.947,1197615.82,65245.01,754,42,796,96,1132370.81,1567500,99.8,99.76451120162932,0.0354887983706788,1176550.0,158200.0,48,3,False,False,False,True,False,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-003,PRJ-2018-003-SOV-09,Las Vegas Elementary Campus - Climate Systems,Turner Construction,0.43170115316380836,0.2625749767677621,-0.16912617639604627,669162.7,0.6962331052831623,2.0,11837000,2018-01-12,2019-06-24,0.1,Net 30,967000,13416964.224,1.133,3894,263100,0,778800,0,1071133.333,932262.7,183178.93,1990,134,2124,247,749083.77,966200,99.9,99.91726990692864,-0.0172699069286323,1176550.0,515100.0,48,3,False,False,False,True,False,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-003,PRJ-2018-003-SOV-10,Las Vegas Elementary Campus - Climate Systems,Turner Construction,0.43170115316380836,0.2625749767677621,-0.16912617639604627,-419720.28,0.19964745829244357,0.962,11837000,2018-01-12,2019-06-24,0.1,Net 30,704900,13416964.224,1.133,7539,509500,314000,0,0,913411.765,403779.72,101720.38,1122,66,1188,141,302059.33999999997,688400,97.7,97.65924244573698,0.040757554263024,1176550.0,0.0,48,2,True,False,False,True,False,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-003,PRJ-2018-003-SOV-11,Las Vegas Elementary Campus - Climate Systems,Turner Construction,0.43170115316380836,0.2625749767677621,-0.16912617639604627,-111308.34000000003,0.545136648328396,0.962,11837000,2018-01-12,2019-06-24,0.1,Net 30,349500,13416964.224,1.133,3497,236300,100300,0,0,362855.556,225291.65999999997,128815.79,1446,78,1524,182,96475.87,340900,97.5,97.53934191702432,-0.0393419170243305,1176550.0,0.0,48,0,False,False,False,True,False,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-003,PRJ-2018-003-SOV-12,Las Vegas Elementary Campus - Climate Systems,Turner Construction,0.43170115316380836,0.2625749767677621,-0.16912617639604627,-173108.76,0.17220399910634493,2.0,11837000,2018-01-12,2019-06-24,0.1,Net 30,622600,13416964.224,1.133,6623,447600,0,0,517800,965400.0,274491.24,77078.51,868,50,918,111,197412.73,607900,97.6,97.63893350465789,-0.0389335046578906,1176550.0,191600.0,48,3,False,False,False,True,False,Insulation by specialty sub; pricing based on current bid
PRJ-2018-003,PRJ-2018-003-SOV-13,Las Vegas Elementary Campus - Climate Systems,Turner Construction,0.43170115316380836,0.2625749767677621,-0.16912617639604627,-225486.14,0.17039683590875643,0.0,11837000,2018-01-12,2019-06-24,0.1,Net 30,381100,13416964.224,1.133,4022,271800,0,0,316900,588700.0,46313.86,46313.86,522,16,538,66,0.0,372800,97.8,97.8220939385988,-0.0220939385988003,1176550.0,66700.0,48,3,False,False,False,True,False,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-003,PRJ-2018-003-SOV-14,Las Vegas Elementary Campus - Climate Systems,Turner Construction,0.43170115316380836,0.2625749767677621,-0.16912617639604627,-277350.42,0.24644702788006315,0.0,11837000,2018-01-12,2019-06-24,0.1,Net 30,290000,13416964.224,1.133,2813,190100,134100,0,0,334205.263,46849.58,46849.58,508,30,538,64,0.0,283900,97.9,97.89655172413792,0.0034482758620839,1176550.0,66700.0,48,3,False,False,False,True,False,Startup includes 2 weeks of system commissioning support
PRJ-2018-003,PRJ-2018-003-SOV-15,Las Vegas Elementary Campus - Climate Systems,Turner Construction,0.43170115316380836,0.2625749767677621,-0.16912617639604627,-195656.77,0.1991207078313253,0.0,11837000,2018-01-12,2019-06-24,0.1,Net 30,204100,13416964.224,1.133,1966,132800,89300,0,0,222100.0,26443.23,26443.23,320,10,330,41,0.0,199800,97.9,97.89318961293483,0.0068103870651725,1176550.0,0.0,48,0,False,False,False,True,False,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-004,PRJ-2018-004-SOV-01,Houston Data Center - Precision Cooling Systems,JE Dunn,0.4365645111843864,0.28413688619552624,-0.15242762498886014,-692856.11,0.47347635905791735,0.0,11221000,2018-03-02,2019-07-07,0.1,Net 30,910000,12164288.674,1.084,10477,675100,337400,0,0,1012500.0,319643.89,319643.89,3524,212,3736,437,0.0,910000,100.0,100.0,0.0,1114320.0,-107900.0,55,0,False,False,False,True,False,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-004,PRJ-2018-004-SOV-02,Houston Data Center - Precision Cooling Systems,JE Dunn,0.4365645111843864,0.28413688619552624,-0.15242762498886014,-160509.13,0.6245136889783593,0.0,11221000,2018-03-02,2019-07-07,0.1,Net 30,281600,12164288.674,1.084,3085,198700,85900,0,0,284600.0,124090.87,124090.87,1386,44,1430,174,0.0,281600,100.0,100.0,0.0,1114320.0,-107900.0,55,0,False,False,False,True,False,Submittals prepared in-house; standard review cycles
PRJ-2018-004,PRJ-2018-004-SOV-03,Houston Data Center - Precision Cooling Systems,JE Dunn,0.4365645111843864,0.28413688619552624,-0.15242762498886014,-500080.05000000005,0.24666852989659824,1.009,11221000,2018-03-02,2019-07-07,0.1,Net 30,975600,12164288.674,1.084,10357,667300,294100,0,0,1079158.824,461319.94999999995,164601.91,1688,146,1834,210,296718.04,974700,99.9,99.90774907749078,-0.0077490774907715,1114320.0,380400.0,55,3,False,False,False,True,False,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-004,PRJ-2018-004-SOV-04,Houston Data Center - Precision Cooling Systems,JE Dunn,0.4365645111843864,0.28413688619552624,-0.15242762498886014,-671008.5,0.17703469761759316,1.009,11221000,2018-03-02,2019-07-07,0.1,Net 30,1144000,12164288.674,1.084,12703,818500,287900,0,0,1311025.0,435391.5,144902.9,1584,114,1698,198,290488.6,1140100,99.7,99.6590909090909,0.0409090909090963,1114320.0,-107900.0,55,2,True,False,False,True,False,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-004,PRJ-2018-004-SOV-05,Houston Data Center - Precision Cooling Systems,JE Dunn,0.4365645111843864,0.28413688619552624,-0.15242762498886014,-483983.43999999994,0.25176841377190284,1.009,11221000,2018-03-02,2019-07-07,0.1,Net 30,1122100,12164288.674,1.084,10097,650600,317300,0,0,1040188.889,483916.56000000006,163800.53,1798,104,1902,223,320116.03,1120900,99.9,99.89305765974512,0.0069423402548807,1114320.0,472100.0,55,3,False,False,False,True,False,Copper pricing based on current market rates
PRJ-2018-004,PRJ-2018-004-SOV-06,Houston Data Center - Precision Cooling Systems,JE Dunn,0.4365645111843864,0.28413688619552624,-0.15242762498886014,-230782.74,0.2661893105629348,1.009,11221000,2018-03-02,2019-07-07,0.1,Net 30,479700,12164288.674,1.084,4908,316200,132200,0,0,483533.333,217617.26,84169.06,914,56,970,117,133448.2,478800,99.8,99.812382739212,-0.0123827392120006,1114320.0,62800.0,55,3,False,False,False,True,False,Refrigerant pricing per current market; lineset routing direct
