project_id,sov_line_id,project_name,gc_name,realized_margin,bid_margin,margin_erosion,total_variance,labor_overrun_ratio,material_overrun_ratio,original_contract_value,contract_date,substantial_completion_date,retention_pct,payment_terms,scheduled_value,total_estimated_budget,budget_coverage,estimated_labor_hours,estimated_labor_cost,estimated_material_cost,estimated_equipment_cost,estimated_sub_cost,estimated_budget,actual_total_cost,total_labor_cost,total_hours_st,total_hours_ot,total_hours,unique_employees,material_total_cost,total_billed,pct_complete,pct_billed,billing_gap,retention_held,total_co_amount,rfi_count,risk_score,underbilling_flag,overbilling_flag,closeout_flag,retention_flag,true_closeout_issue,key_assumptions,anomaly_flag,flag_reason
PRJ-2018-007,PRJ-2018-007-SOV-08,Portland Corporate Campus - HVAC Systems,Turner Construction,0.5343325308010975,0.2417334696293108,-0.2925990611717867,1219865.82,0.1162909447104919,2.0,18587000,2018-03-31,2019-01-05,0.1,Net 30,1998700,20316778.422,1.093,7067,459400,0,1626200,0,2109778.947,1679265.82,53424.06,598,16,614,76,1625841.76,1995800,99.9,99.85490568869764,0.045094311302364,1843510.0,221700.0,36,5,True,False,False,True,False,Chiller/boiler selections by owner; installation productivity assumes clear access,1,"material_overrun, underbilling"
PRJ-2018-007,PRJ-2018-007-SOV-14,Portland Corporate Campus - HVAC Systems,Turner Construction,0.5343325308010975,0.2417334696293108,-0.2925990611717867,-450123.01,0.0789497053726169,0.0,18587000,2018-03-31,2019-01-05,0.1,Net 30,467100,20316778.422,1.093,4438,288500,184400,0,0,488084.211,22776.99,22776.99,252,10,262,33,0.0,454300,97.3,97.25968743309784,0.0403125669021591,1843510.0,0.0,36,2,True,False,False,True,False,Startup includes 2 weeks of system commissioning support,1,underbilling
PRJ-2018-008,PRJ-2018-008-SOV-01,Louisville High School - New Construction,Skanska USA,0.0353485592401802,0.274967804249839,0.2396192450096587,121466.65000000002,2.004318009478673,0.0,6212000,2018-02-21,2019-12-04,0.1,Net 30,440400,6789274.399,1.093,4832,316500,196400,0,0,512900.0,634366.65,634366.65,6844,426,7270,835,0.0,440400,100.0,100.0,0.0,616760.0,280400.0,81,3,False,False,False,True,False,Clear site access; no coordination delays; standard PM staffing,0,"low_margin, labor_overrun"
PRJ-2018-008,PRJ-2018-008-SOV-02,Louisville High School - New Construction,Skanska USA,0.0353485592401802,0.274967804249839,0.2396192450096587,-16581.149999999994,1.4962195729537366,0.0,6212000,2018-02-21,2019-12-04,0.1,Net 30,197900,6789274.399,1.093,2146,140500,86300,0,0,226800.0,210218.85,210218.85,2294,144,2438,281,0.0,197900,100.0,100.0,0.0,616760.0,82800.0,81,3,False,False,False,True,False,Submittals prepared in-house; standard review cycles,0,"low_margin, labor_overrun"
PRJ-2018-008,PRJ-2018-008-SOV-03,Louisville High School - New Construction,Skanska USA,0.0353485592401802,0.274967804249839,0.2396192450096587,-115237.74,0.7401934549600913,0.992,6212000,2018-02-21,2019-12-04,0.1,Net 30,621400,6789274.399,1.093,6694,438500,170500,0,0,686382.353,493762.26,324574.83,3668,182,3850,458,169187.43,620500,99.9,99.85516575474736,0.0448342452526588,616760.0,229000.0,81,5,True,False,False,True,False,70% shop fabrication; 30% field fab; standard material availability,1,"low_margin, underbilling"
PRJ-2018-008,PRJ-2018-008-SOV-04,Louisville High School - New Construction,Skanska USA,0.0353485592401802,0.274967804249839,0.2396192450096587,-50573.05000000005,0.8755524003048005,0.992,6212000,2018-02-21,2019-12-04,0.1,Net 30,630300,6789274.399,1.093,6010,393700,210400,0,0,702525.0,553526.95,344704.98,3794,236,4030,464,208821.97,629200,99.8,99.82547993019196,-0.0254799301919774,616760.0,0.0,81,0,False,False,False,True,False,Productivity assumes 70% in accessible ceiling; 30% open areas,0,low_margin
PRJ-2018-008,PRJ-2018-008-SOV-05,Louisville High School - New Construction,Skanska USA,0.0353485592401802,0.274967804249839,0.2396192450096587,-30035.839999999967,0.926741094834233,0.992,6212000,2018-02-21,2019-12-04,0.1,Net 30,537400,6789274.399,1.093,5940,389100,202500,0,0,634833.333,561564.16,360594.96,3992,166,4158,481,200969.2,536400,99.8,99.81391886862671,-0.0139188686267175,616760.0,0.0,81,0,False,False,False,True,False,Copper pricing based on current market rates,0,low_margin
PRJ-2018-008,PRJ-2018-008-SOV-06,Louisville High School - New Construction,Skanska USA,0.0353485592401802,0.274967804249839,0.2396192450096587,21645.46000000002,1.1481483785572468,0.992,6212000,2018-02-21,2019-12-04,0.1,Net 30,246500,6789274.399,1.093,2307,151100,98000,0,0,265888.889,270745.46,173485.22,1898,108,2006,238,97260.24,245900,99.8,99.75659229208924,0.0434077079107453,616760.0,153800.0,81,5,True,False,False,True,False,Refrigerant pricing per current market; lineset routing direct,1,"low_margin, underbilling"
PRJ-2018-008,PRJ-2018-008-SOV-07,Louisville High School - New Construction,Skanska USA,0.0353485592401802,0.274967804249839,0.2396192450096587,706823.57,0.8281492022645395,2.0,6212000,2018-02-21,2019-12-04,0.1,Net 30,1034400,6789274.399,1.093,2967,194300,0,746000,0,950526.316,901123.57,160909.39,1784,126,1910,223,740214.1799999999,1031800,99.7,99.74864655839134,-0.04864655839134,616760.0,242300.0,81,4,False,True,False,True,False,Equipment selections per approved substitution list; long lead items ordered at NTP,0,"low_margin, material_overrun"
PRJ-2018-008,PRJ-2018-008-SOV-08,Louisville High School - New Construction,Skanska USA,0.0353485592401802,0.274967804249839,0.2396192450096587,388694.1999999999,1.371791286644951,2.0,6212000,2018-02-21,2019-12-04,0.1,Net 30,460700,6789274.399,1.093,1876,122800,0,345700,0,474963.158,511494.1999999999,168455.97,1874,120,1994,234,343038.23,459900,99.8,99.8263512046885,-0.0263512046885097,616760.0,82800.0,81,3,False,False,False,True,False,Chiller/boiler selections by owner; installation productivity assumes clear access,0,"low_margin, labor_overrun, material_overrun"
PRJ-2018-008,PRJ-2018-008-SOV-09,Louisville High School - New Construction,Skanska USA,0.0353485592401802,0.274967804249839,0.2396192450096587,635035.1799999999,2.4478428259286233,2.0,6212000,2018-02-21,2019-12-04,0.1,Net 30,555500,6789274.399,1.093,2096,137300,0,439600,0,592155.556,772335.1799999999,336088.82,3620,208,3828,455,436246.36,554000,99.7,99.72997299729973,-0.0299729972997226,616760.0,183200.0,81,3,False,False,False,True,False,VAV/FCU counts per schedule; BACnet integration by controls sub,1,"low_margin, labor_overrun, material_overrun"
PRJ-2018-008,PRJ-2018-008-SOV-10,Louisville High School - New Construction,Skanska USA,0.0353485592401802,0.274967804249839,0.2396192450096587,-134861.70999999996,0.537281959833795,0.992,6212000,2018-02-21,2019-12-04,0.1,Net 30,486900,6789274.399,1.093,4410,288800,159900,0,0,499664.706,313838.29000000004,155167.03,1712,106,1818,215,158671.26,475200,97.6,97.59704251386322,0.0029574861367791,616760.0,261100.0,81,3,False,False,False,True,False,DDC installation per controls contractor scope; point count per I/O schedule,0,low_margin
PRJ-2018-008,PRJ-2018-008-SOV-11,Louisville High School - New Construction,Skanska USA,0.0353485592401802,0.274967804249839,0.2396192450096587,47834.96999999997,1.314256634304207,0.993,6212000,2018-02-21,2019-12-04,0.1,Net 30,246600,6789274.399,1.093,2359,154500,103700,0,0,275366.667,306034.97,203052.65,2282,120,2402,289,102982.32,240400,97.5,97.48580697485806,0.0141930251419353,616760.0,219100.0,81,3,False,False,False,True,False,Programming based on approved sequences; 2 weeks for commissioning,0,"low_margin, labor_overrun"
PRJ-2018-008,PRJ-2018-008-SOV-12,Louisville High School - New Construction,Skanska USA,0.0353485592401802,0.274967804249839,0.2396192450096587,108693.49,0.8711451406018746,2.0,6212000,2018-02-21,2019-12-04,0.1,Net 30,333500,6789274.399,1.093,3095,202700,0,0,268800,471500.0,311393.49,176581.12,1988,102,2090,248,134812.37,325100,97.5,97.48125937031485,0.0187406296851548,616760.0,379900.0,81,3,False,False,False,True,False,Insulation by specialty sub; pricing based on current bid,0,"low_margin, material_overrun"
PRJ-2018-008,PRJ-2018-008-SOV-13,Louisville High School - New Construction,Skanska USA,0.0353485592401802,0.274967804249839,0.2396192450096587,-54007.54,0.4947844714686623,0.0,6212000,2018-02-21,2019-12-04,0.1,Net 30,180200,6789274.399,1.093,1632,106900,0,0,145200,252100.0,52892.46,52892.46,586,36,622,74,0.0,176000,97.7,97.669256381798,0.0307436182020097,616760.0,0.0,81,0,False,False,False,True,False,TAB by certified balancing contractor; one mobilization assumed,0,low_margin
PRJ-2018-008,PRJ-2018-008-SOV-14,Louisville High School - New Construction,Skanska USA,0.0353485592401802,0.274967804249839,0.2396192450096587,-77384.67,0.6959006313131313,0.0,6212000,2018-02-21,2019-12-04,0.1,Net 30,138800,6789274.399,1.093,1209,79200,53300,0,0,136668.421,55115.33,55115.33,618,14,632,77,0.0,135700,97.8,97.76657060518733,0.0334293948126713,616760.0,0.0,81,0,False,False,False,True,False,Startup includes 2 weeks of system commissioning support,0,low_margin
PRJ-2018-008,PRJ-2018-008-SOV-15,Louisville High School - New Construction,Skanska USA,0.0353485592401802,0.274967804249839,0.2396192450096587,-62997.07,0.668737537993921,0.0,6212000,2018-02-21,2019-12-04,0.1,Net 30,101500,6789274.399,1.093,1005,65800,41200,0,0,107000.0,44002.93,44002.93,500,30,530,62,0.0,99200,97.7,97.73399014778326,-0.0339901477832569,616760.0,-60300.0,81,0,False,False,False,True,False,"Closeout includes as-builts, O&M manuals, and owner training",0,low_margin
PRJ-2018-009,PRJ-2018-009-SOV-03,Houston Edge Data Center - Thermal Management,Mortenson,0.5062173203098687,0.3123745368811047,-0.1938427834287639,-690782.25,0.1339343510506798,1.033,14845000,2018-03-18,2019-02-23,0.1,Net 30,1207300,15358038.382,1.035,12855,809000,298900,0,0,1250664.706,417117.75,108352.89,1262,42,1304,158,308764.86,1203100,99.7,99.65211629255364,0.047883707446374,1473920.0,85900.0,30,5,True,False,False,True,False,70% shop fabrication; 30% field fab; standard material availability,1,underbilling
PRJ-2018-010,PRJ-2018-010-SOV-07,San Antonio Mixed-Income Housing - Climate Control,JE Dunn,0.4929548482206547,0.3351826900213997,-0.157772158199255,1267232.19,0.1719321007081038,2.0,12617000,2018-02-04,2018-09-28,0.1,Net 30,1773100,12764250.104,1.012,4238,254200,0,1363700,0,1631278.947,1521432.19,43705.14,486,26,512,61,1477727.05,1768700,99.8,99.75184704754383,0.0481529524561494,1251860.0,0.0,22,2,True,False,False,True,False,Equipment selections per approved substitution list; long lead items ordered at NTP,1,"material_overrun, underbilling"
PRJ-2018-010,PRJ-2018-010-SOV-09,San Antonio Mixed-Income Housing - Climate Control,JE Dunn,0.4929548482206547,0.3351826900213997,-0.157772158199255,695294.41,0.3992279928793947,2.0,12617000,2018-02-04,2018-09-28,0.1,Net 30,1055000,12764250.104,1.012,3747,224700,0,766200,0,1015866.667,919994.41,89706.53,1020,30,1050,129,830287.88,1048200,99.4,99.35545023696685,0.0445497630331743,1251860.0,0.0,22,2,True,False,False,True,False,VAV/FCU counts per schedule; BACnet integration by controls sub,1,"material_overrun, underbilling"
PRJ-2018-010,PRJ-2018-010-SOV-10,San Antonio Mixed-Income Housing - Climate Control,JE Dunn,0.4929548482206547,0.3351826900213997,-0.157772158199255,-452138.61,0.0775111935924985,1.084,12617000,2018-02-04,2018-09-28,0.1,Net 30,989100,12764250.104,1.012,8534,511900,239400,0,0,841635.294,299161.39,39677.98,452,22,474,56,259483.41,963900,97.5,97.45222929936304,0.0477707006369456,1251860.0,408000.0,22,5,True,False,False,True,False,DDC installation per controls contractor scope; point count per I/O schedule,1,underbilling
PRJ-2018-011,PRJ-2018-011-SOV-09,Albuquerque Hospital - Mechanical Systems Renovation,Mortenson,0.5259261710349091,0.2870255470423281,-0.238900623992581,2320853.94,0.1344537935080172,2.0,45289000,2018-02-02,2019-02-13,0.1,Net 30,4368200,47725895.269,1.054,16766,1022800,0,3009100,0,4145544.444,3343653.94,137519.34,1548,76,1624,191,3206134.6,4361700,99.9,99.8511972895014,0.0488027104986201,4500270.0,652500.0,38,5,True,False,False,True,False,VAV/FCU counts per schedule; BACnet integration by controls sub,1,"material_overrun, underbilling"
PRJ-2018-012,PRJ-2018-012-SOV-09,Pittsburgh Business Center - MEP Systems,DPR Construction,0.3829705570291777,0.3014920424403183,-0.0814785145888594,512879.89,1.6312497180451129,2.0,9048000,2018-02-16,2019-07-23,0.1,Net 30,578000,9451767.664,1.045,1701,106400,0,429100,0,547322.222,619279.89,173564.97,1876,140,2016,234,445714.92,576600,99.8,99.75778546712804,0.0422145328719665,898160.0,0.0,58,2,True,False,False,True,False,VAV/FCU counts per schedule; BACnet integration by controls sub,1,"labor_overrun, material_overrun, underbilling"
PRJ-2018-013,PRJ-2018-013-SOV-04,Indianapolis Unified School District - HVAC Modernization,DPR Construction,0.1287211991101223,0.2830700778642936,0.1543488787541713,-103281.32,0.6323412659123054,1.005,4495000,2018-01-07,2019-09-10,0.1,Net 30,446300,4811623.769,1.07,4371,282800,141800,0,0,495300.0,321318.68,178826.11,1988,138,2126,246,142492.57,445200,99.8,99.75352901635672,0.0464709836432888,446860.0,0.0,39,2,True,False,False,True,False,Productivity assumes 70% in accessible ceiling; 30% open areas,1,underbilling
PRJ-2018-013,PRJ-2018-013-SOV-09,Indianapolis Unified School District - HVAC Modernization,DPR Construction,0.1287211991101223,0.2830700778642936,0.1543488787541713,363962.47,2.911759787556905,2.0,4495000,2018-01-07,2019-09-10,0.1,Net 30,304900,4811623.769,1.07,1019,65900,0,236900,0,310122.222,429862.47,191884.97,2186,110,2296,275,237977.5,304100,99.7,99.73761889143982,-0.0376188914398198,446860.0,0.0,39,0,False,False,False,True,False,VAV/FCU counts per schedule; BACnet integration by controls sub,1,"labor_overrun, material_overrun"
PRJ-2018-013,PRJ-2018-013-SOV-10,Indianapolis Unified School District - HVAC Modernization,DPR Construction,0.1287211991101223,0.2830700778642936,0.1543488787541713,-148691.15,0.3955777237748076,1.004,4495000,2018-01-07,2019-09-10,0.1,Net 30,332400,4811623.769,1.07,3816,246900,121400,0,0,411870.588,219608.85,97668.14,1072,54,1126,134,121940.71,324600,97.7,97.65342960288808,0.0465703971119211,446860.0,60800.0,39,5,True,False,False,True,False,DDC installation per controls contractor scope; point count per I/O schedule,1,underbilling
PRJ-2018-014,PRJ-2018-014-SOV-08,Indianapolis Cloud Campus Phase 1 - Cooling,JE Dunn,0.4508489642796103,0.2223978807041531,-0.2284510835754572,700477.39,0.2715017133443163,2.0,11702000,2018-01-20,2019-03-14,0.1,Net 30,1261200,13345799.887,1.14,4634,303500,0,928800,0,1248273.684,1003977.39,82400.77,894,50,944,112,921576.62,1256900,99.7,99.65905486837931,0.0409451316206741,1161160.0,0.0,33,2,True,False,False,True,False,Chiller/boiler selections by owner; installation productivity assumes clear access,1,"material_overrun, underbilling"
PRJ-2018-014,PRJ-2018-014-SOV-10,Indianapolis Cloud Campus Phase 1 - Cooling,JE Dunn,0.4508489642796103,0.2223978807041531,-0.2284510835754572,-613281.19,0.1062348799765807,0.992,11702000,2018-01-20,2019-03-14,0.1,Net 30,912500,13345799.887,1.14,10429,683200,349500,0,0,1153264.706,419418.81,72579.67,778,50,828,98,346839.14,889300,97.5,97.45753424657534,0.0424657534246648,1161160.0,98000.0,33,5,True,False,False,True,False,DDC installation per controls contractor scope; point count per I/O schedule,0,underbilling
PRJ-2018-014,PRJ-2018-014-SOV-14,Indianapolis Cloud Campus Phase 1 - Cooling,JE Dunn,0.4508489642796103,0.2223978807041531,-0.2284510835754572,-217571.72,0.2137222020568663,0.0,11702000,2018-01-20,2019-03-14,0.1,Net 30,286000,13345799.887,1.14,2524,165300,87600,0,0,261600.0,35328.28,35328.28,366,38,404,46,0.0,279000,97.6,97.55244755244756,0.047552447552448,1161160.0,304400.0,33,5,True,False,False,True,False,Startup includes 2 weeks of system commissioning support,1,underbilling
PRJ-2018-015,PRJ-2018-015-SOV-07,Minneapolis Mixed-Income Housing - Climate Control,Skanska USA,0.4154757378942691,0.2401910262105731,-0.175284711683696,1784812.69,0.1484047694394213,2.0,22510000,2018-02-17,2019-09-14,0.1,Net 30,3156400,25979322.266,1.154,13270,884800,0,2604000,0,3535368.421,2669612.69,131308.54,1506,70,1576,189,2538304.15,3151700,99.9,99.85109618552782,0.0489038144721831,2237080.0,199600.0,58,5,True,False,False,True,False,Equipment selections per approved substitution list; long lead items ordered at NTP,1,"material_overrun, underbilling"
PRJ-2018-015,PRJ-2018-015-SOV-09,Minneapolis Mixed-Income Housing - Climate Control,Skanska USA,0.4154757378942691,0.2401910262105731,-0.175284711683696,1572757.75,0.645399272967614,2.0,22510000,2018-02-17,2019-09-14,0.1,Net 30,2048700,25979322.266,1.154,6807,453900,0,1778500,0,2282833.333,2026657.75,292946.73,3102,212,3314,384,1733711.02,2045700,99.9,99.8535656757944,0.0464343242055917,2237080.0,770400.0,58,5,True,False,False,True,False,VAV/FCU counts per schedule; BACnet integration by controls sub,1,"material_overrun, high_co_amount, underbilling"
PRJ-2018-016,PRJ-2018-016-SOV-13,Houston Surgery Center - Climate Control,JE Dunn,0.4082462352012628,0.2950128255722178,-0.1132334096290449,-286893.94,0.0963970393700787,0.0,20272000,2018-02-27,2019-09-01,0.1,Net 30,506700,21695069.823,1.07,5035,317500,0,0,393300,710800.0,30606.06,30606.06,354,16,370,45,0.0,495300,97.8,97.75014801657784,0.049851983422144,2014360.0,0.0,94,2,True,False,False,True,False,TAB by certified balancing contractor; one mobilization assumed,1,underbilling
PRJ-2018-017,PRJ-2018-017-SOV-07,San Antonio Business Center - MEP Systems,DPR Construction,0.5360683743486561,0.2513336428829386,-0.2847347314657174,1669343.79,0.0974311789234268,2.0,19383000,2018-03-01,2018-12-31,0.1,Net 30,2984500,21366066.865,1.102,7803,527600,0,2232100,0,2787468.421,2196943.79,51404.69,530,44,574,70,2145539.1,2968200,99.5,99.45384486513656,0.0461551348634543,1922790.0,332500.0,54,5,True,False,False,True,False,Equipment selections per approved substitution list; long lead items ordered at NTP,1,"material_overrun, underbilling"
PRJ-2018-017,PRJ-2018-017-SOV-13,San Antonio Business Center - MEP Systems,DPR Construction,0.5360683743486561,0.2513336428829386,-0.2847347314657174,-242061.72,0.0792631418790414,0.0,19383000,2018-03-01,2018-12-31,0.1,Net 30,418500,21366066.865,1.102,3888,262900,0,0,348300,611200.0,20838.28,20838.28,228,8,236,29,0.0,409100,97.8,97.75388291517324,0.0461170848267613,1922790.0,443800.0,54,5,True,False,False,True,False,TAB by certified balancing contractor; one mobilization assumed,1,underbilling
PRJ-2018-018,PRJ-2018-018-SOV-07,Las Vegas Unified School District - HVAC Modernization,Turner Construction,0.2392855010183299,0.2726171079429735,0.0333316069246435,861342.6599999999,0.3832014390371533,2.0,9820000,2018-02-17,2019-11-04,0.1,Net 30,1328400,11093917.286,1.13,5740,382200,0,1124000,0,1526315.789,1243542.66,146459.59,1700,92,1792,210,1097083.0699999998,1326500,99.9,99.85697079193014,0.0430292080698677,975940.0,0.0,66,2,True,False,False,True,False,Equipment selections per approved substitution list; long lead items ordered at NTP,0,"material_overrun, underbilling"
PRJ-2018-018,PRJ-2018-018-SOV-09,Las Vegas Unified School District - HVAC Modernization,Turner Construction,0.2392855010183299,0.2726171079429735,0.0333316069246435,787027.78,1.6939039402985077,2.0,9820000,2018-02-17,2019-11-04,0.1,Net 30,903000,11093917.286,1.13,2516,167500,0,687200,0,873311.111,954527.78,283728.91000000003,3098,172,3270,384,670798.87,901700,99.9,99.8560354374308,0.0439645625692151,975940.0,174200.0,66,5,True,False,False,True,False,VAV/FCU counts per schedule; BACnet integration by controls sub,1,"labor_overrun, material_overrun, underbilling"
PRJ-2018-018,PRJ-2018-018-SOV-12,Las Vegas Unified School District - HVAC Modernization,Turner Construction,0.2392855010183299,0.2726171079429735,0.0333316069246435,80224.38,0.5321171078114914,2.0,9820000,2018-02-17,2019-11-04,0.1,Net 30,540800,11093917.286,1.13,4652,309800,0,0,443200,753000.0,390024.38,164849.88,1740,120,1860,216,225174.5,527600,97.6,97.55917159763314,0.0408284023668557,975940.0,0.0,66,2,True,False,False,True,False,Insulation by specialty sub; pricing based on current bid,1,"material_overrun, underbilling"
PRJ-2018-019,PRJ-2018-019-SOV-05,Oklahoma City Edge Data Center - Thermal Management,Mortenson,0.347654083738168,0.3284819952922322,-0.0191720884459357,-528750.14,0.413577803837953,1.034,19967000,2018-04-01,2020-07-12,0.1,Net 30,1703600,20948653.01,1.049,14916,938000,632800,0,0,1675022.222,1042049.86,387935.98,4290,270,4560,529,654113.88,1701100,99.9,99.85325193707445,0.0467480629255732,1984320.0,0.0,66,2,True,False,False,True,False,Copper pricing based on current market rates,0,underbilling
PRJ-2018-020,PRJ-2018-020-SOV-10,Chicago Mixed-Income Housing - Climate Control,Mortenson,0.288636183038438,0.2712263575350823,-0.0174098255033556,-382437.82,0.2385844557556773,1.028,8195000,2018-01-28,2019-10-01,0.1,Net 30,736600,8834889.353,1.078,8083,510800,228300,0,0,829241.176,356662.18,121868.94,1334,90,1424,167,234793.24,718600,97.6,97.55633994026608,0.0436600597339094,813440.0,0.0,56,2,True,False,False,True,False,DDC installation per controls contractor scope; point count per I/O schedule,0,underbilling
PRJ-2018-021,PRJ-2018-021-SOV-09,San Antonio Surgery Center - Climate Control,JE Dunn,0.5019039103203115,0.3106475821468204,-0.191256328173491,2070537.51,0.6542855721393035,2.0,53167000,2018-02-28,2020-01-31,0.1,Net 30,3192600,56184995.354,1.057,8797,562800,0,2229400,0,2854733.333,2633337.51,368231.92,4156,206,4362,513,2265105.59,3188100,99.9,99.85904905093028,0.0409509490697388,5284950.0,1072000.0,55,5,True,False,False,True,False,VAV/FCU counts per schedule; BACnet integration by controls sub,1,"material_overrun, high_co_amount, underbilling"
