project_id,sov_line_id,line_number,description,scheduled_value,labor_pct,material_pct
PRJ-2018-005,PRJ-2018-005-SOV-03,3,Ductwork - Fabrication,837900,0.6739985938123194,0.36139041120131143
PRJ-2018-005,PRJ-2018-005-SOV-04,4,Ductwork - Installation,897200,0.6763342530478631,0.43940086643750953
PRJ-2018-005,PRJ-2018-005-SOV-05,5,Piping - Hydronic Systems,764400,0.5539427759269723,0.30438462166141617
PRJ-2018-005,PRJ-2018-005-SOV-06,6,Piping - Refrigerant,433800,0.6360561031646097,0.42014797524385705
PRJ-2018-005,PRJ-2018-005-SOV-07,7,Equipment - RTUs/AHUs,1047000,0.17210679337423265,0.8409655208416974
PRJ-2018-005,PRJ-2018-005-SOV-08,8,Equipment - Chillers/Boilers,823100,0.25791658222228936,0.7065164584296325
PRJ-2018-005,PRJ-2018-005-SOV-09,9,Equipment - Terminal Units (VAV/FCU),519400,0.22618271888615196,0.8427962424565801
PRJ-2018-005,PRJ-2018-005-SOV-10,10,Controls - DDC/BAS Installation,463600,0.7065459649226634,0.2638958663978073
PRJ-2018-005,PRJ-2018-005-SOV-11,11,Controls - Programming & Commissioning,231900,0.693634618632893,0.3611993833782552
PRJ-2018-005,PRJ-2018-005-SOV-12,12,Insulation,361100,0.5910736074012501,0.3638005177236556
PRJ-2018-005,PRJ-2018-005-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",153200,0.7450423571684952,0.2653000210608455
PRJ-2018-005,PRJ-2018-005-SOV-14,14,Startup & Commissioning Support,211800,0.552552702601169,0.31444589827689917
PRJ-2018-005,PRJ-2018-005-SOV-15,15,Closeout Documentation & Training,139600,0.6421732055733137,0.26740037902358427
PRJ-2018-006,PRJ-2018-006-SOV-01,1,General Conditions & Project Management,698900,0.6470878420296168,0.4236287246809632
PRJ-2018-006,PRJ-2018-006-SOV-02,2,Submittals & Engineering,283100,0.635368743941754,0.4258172296705892
PRJ-2018-006,PRJ-2018-006-SOV-03,3,Ductwork - Fabrication,830800,0.699521585175149,0.3708123937864223
PRJ-2018-006,PRJ-2018-006-SOV-04,4,Ductwork - Installation,1055200,0.6520937729393764,0.31909661481576373
PRJ-2018-006,PRJ-2018-006-SOV-05,5,Piping - Hydronic Systems,894300,0.6629767287566007,0.36263041454221784
PRJ-2018-006,PRJ-2018-006-SOV-06,6,Piping - Refrigerant,602600,0.6379699726878746,0.2977268275410486
PRJ-2018-006,PRJ-2018-006-SOV-07,7,Equipment - RTUs/AHUs,1380600,0.2899565143478232,0.8042972940482671
PRJ-2018-006,PRJ-2018-006-SOV-08,8,Equipment - Chillers/Boilers,1190100,0.24649682956907942,0.7159218737338007
PRJ-2018-006,PRJ-2018-006-SOV-09,9,Equipment - Terminal Units (VAV/FCU),785000,0.17677014770953092,0.8042641208363401
PRJ-2018-006,PRJ-2018-006-SOV-10,10,Controls - DDC/BAS Installation,725300,0.5548570897181567,0.38555260471338476
PRJ-2018-006,PRJ-2018-006-SOV-11,11,Controls - Programming & Commissioning,431200,0.6155719015888351,0.4090435280732084
PRJ-2018-006,PRJ-2018-006-SOV-12,12,Insulation,550900,0.7374378572091567,0.3407149753595847
PRJ-2018-006,PRJ-2018-006-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",237000,0.6998165652496946,0.43791067265225475
PRJ-2018-006,PRJ-2018-006-SOV-14,14,Startup & Commissioning Support,254000,0.6499517003621654,0.2639905556118957
PRJ-2018-006,PRJ-2018-006-SOV-15,15,Closeout Documentation & Training,120000,0.6011412751520837,0.38234294631366916
PRJ-2018-007,PRJ-2018-007-SOV-01,1,General Conditions & Project Management,1525500,0.718419172703353,0.4267992931295339
PRJ-2018-007,PRJ-2018-007-SOV-02,2,Submittals & Engineering,628500,0.7411161957488818,0.4460246585926365
PRJ-2018-007,PRJ-2018-007-SOV-03,3,Ductwork - Fabrication,1429700,0.6015808250496981,0.2938942564468541
PRJ-2018-007,PRJ-2018-007-SOV-04,4,Ductwork - Installation,2225100,0.6220597361914624,0.40879426594803536
PRJ-2018-007,PRJ-2018-007-SOV-05,5,Piping - Hydronic Systems,1832500,0.6600157590857861,0.3292176777723771
PRJ-2018-007,PRJ-2018-007-SOV-06,6,Piping - Refrigerant,1158000,0.623250467974201,0.41456287558681726
PRJ-2018-007,PRJ-2018-007-SOV-07,7,Equipment - RTUs/AHUs,2147700,0.1885322492508344,0.7032391251600022
PRJ-2018-007,PRJ-2018-007-SOV-08,8,Equipment - Chillers/Boilers,1998700,0.2298417070798734,0.8134496267203121
PRJ-2018-007,PRJ-2018-007-SOV-09,9,Equipment - Terminal Units (VAV/FCU),1287100,0.29083763276631625,0.7138497282598318
PRJ-2018-007,PRJ-2018-007-SOV-10,10,Controls - DDC/BAS Installation,1333500,0.5672393374747362,0.3144420158113603
PRJ-2018-007,PRJ-2018-007-SOV-11,11,Controls - Programming & Commissioning,862100,0.6704228357526187,0.3838799525343287
PRJ-2018-007,PRJ-2018-007-SOV-12,12,Insulation,797200,0.6873839453624512,0.4099163625826964
PRJ-2018-007,PRJ-2018-007-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",645500,0.6519897196081558,0.29543304254717057
PRJ-2018-007,PRJ-2018-007-SOV-14,14,Startup & Commissioning Support,467100,0.6176390300209501,0.39481001523223314
PRJ-2018-007,PRJ-2018-007-SOV-15,15,Closeout Documentation & Training,248800,0.66497960076489,0.31942086068424036
PRJ-2018-008,PRJ-2018-008-SOV-01,1,General Conditions & Project Management,440400,0.7132277598548974,0.4425959893614331
PRJ-2018-008,PRJ-2018-008-SOV-02,2,Submittals & Engineering,197900,0.704981107952747,0.4331617373730011
PRJ-2018-008,PRJ-2018-008-SOV-03,3,Ductwork - Fabrication,621400,0.7001878520933489,0.27226815641614444
PRJ-2018-008,PRJ-2018-008-SOV-04,4,Ductwork - Installation,630300,0.6197671408674763,0.33130568218842127
PRJ-2018-008,PRJ-2018-008-SOV-05,5,Piping - Hydronic Systems,537400,0.7184678417356862,0.3739657505541697
PRJ-2018-008,PRJ-2018-008-SOV-06,6,Piping - Refrigerant,246500,0.6084434636715874,0.39456483924837005
PRJ-2018-008,PRJ-2018-008-SOV-07,7,Equipment - RTUs/AHUs,1034400,0.18644327283661682,0.7155976337233336
PRJ-2018-008,PRJ-2018-008-SOV-08,8,Equipment - Chillers/Boilers,460700,0.2646993565840049,0.7446021845453644
PRJ-2018-008,PRJ-2018-008-SOV-09,9,Equipment - Terminal Units (VAV/FCU),555500,0.24520869588443156,0.7853219678218964
PRJ-2018-008,PRJ-2018-008-SOV-10,10,Controls - DDC/BAS Installation,486900,0.5886720903842305,0.3258805825700865
PRJ-2018-008,PRJ-2018-008-SOV-11,11,Controls - Programming & Commissioning,246600,0.6217986535389592,0.4176087956873249
PRJ-2018-008,PRJ-2018-008-SOV-12,12,Insulation,333500,0.6032134297249507,0.4042350034546722
PRJ-2018-008,PRJ-2018-008-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",180200,0.5886893559979178,0.36463730777446124
PRJ-2018-008,PRJ-2018-008-SOV-14,14,Startup & Commissioning Support,138800,0.5662717029329459,0.38121171097810114
PRJ-2018-008,PRJ-2018-008-SOV-15,15,Closeout Documentation & Training,101500,0.6432973216865542,0.4032355129795753
PRJ-2018-009,PRJ-2018-009-SOV-01,1,General Conditions & Project Management,1221900,0.6057908515957162,0.4352263907286502
PRJ-2018-009,PRJ-2018-009-SOV-02,2,Submittals & Engineering,293600,0.6997367071836192,0.29247416229193895
PRJ-2018-009,PRJ-2018-009-SOV-03,3,Ductwork - Fabrication,1207300,0.6920967344890105,0.2557482471410682
PRJ-2018-009,PRJ-2018-009-SOV-04,4,Ductwork - Installation,1806400,0.5807465406220937,0.35442878598139904
PRJ-2018-009,PRJ-2018-009-SOV-05,5,Piping - Hydronic Systems,1502100,0.7437600869293666,0.26430546023381085
PRJ-2018-009,PRJ-2018-009-SOV-06,6,Piping - Refrigerant,838800,0.7068027418456473,0.38586689386700457
PRJ-2018-009,PRJ-2018-009-SOV-07,7,Equipment - RTUs/AHUs,2346900,0.1863375792720581,0.751163375778243
PRJ-2018-009,PRJ-2018-009-SOV-08,8,Equipment - Chillers/Boilers,1321900,0.20813311726755498,0.7714207876520591
PRJ-2018-009,PRJ-2018-009-SOV-09,9,Equipment - Terminal Units (VAV/FCU),1049000,0.1760581702033169,0.7740586868030821
PRJ-2018-009,PRJ-2018-009-SOV-10,10,Controls - DDC/BAS Installation,1142500,0.6691883520564055,0.3250328930870657
PRJ-2018-009,PRJ-2018-009-SOV-11,11,Controls - Programming & Commissioning,472400,0.6934807763040017,0.32207984350317476
PRJ-2018-009,PRJ-2018-009-SOV-12,12,Insulation,707400,0.6169006163596901,0.3051057569784778
PRJ-2018-009,PRJ-2018-009-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",399200,0.6542988466021646,0.34153960446953474
PRJ-2018-009,PRJ-2018-009-SOV-14,14,Startup & Commissioning Support,352200,0.5595737115577282,0.3054735482108981
PRJ-2018-009,PRJ-2018-009-SOV-15,15,Closeout Documentation & Training,183400,0.7191123317797309,0.3755434037537807
PRJ-2018-010,PRJ-2018-010-SOV-01,1,General Conditions & Project Management,953100,0.6921562858117644,0.3942535835892017
PRJ-2018-010,PRJ-2018-010-SOV-02,2,Submittals & Engineering,248600,0.6894460029226374,0.44624249568026225
PRJ-2018-010,PRJ-2018-010-SOV-03,3,Ductwork - Fabrication,1133400,0.6630965391694447,0.2587776165199621
PRJ-2018-010,PRJ-2018-010-SOV-04,4,Ductwork - Installation,1593000,0.7043367614169811,0.39633736200115677
PRJ-2018-010,PRJ-2018-010-SOV-05,5,Piping - Hydronic Systems,1081600,0.7002619474904885,0.28628390530710346
PRJ-2018-010,PRJ-2018-010-SOV-06,6,Piping - Refrigerant,605600,0.6243429214866973,0.42832005064792633
PRJ-2018-010,PRJ-2018-010-SOV-07,7,Equipment - RTUs/AHUs,1773100,0.15535455921946673,0.8334143856886443
PRJ-2018-010,PRJ-2018-010-SOV-08,8,Equipment - Chillers/Boilers,1304000,0.21203621323620261,0.7717849480319139
PRJ-2018-010,PRJ-2018-010-SOV-09,9,Equipment - Terminal Units (VAV/FCU),1055000,0.23087630335230136,0.7870027255513442
PRJ-2018-010,PRJ-2018-010-SOV-10,10,Controls - DDC/BAS Installation,989100,0.5608402944472879,0.26234293689207033
PRJ-2018-010,PRJ-2018-010-SOV-11,11,Controls - Programming & Commissioning,578000,0.7252084354290063,0.3431511178568725
PRJ-2018-010,PRJ-2018-010-SOV-12,12,Insulation,584700,0.7230114637539318,0.395224076472812
PRJ-2018-010,PRJ-2018-010-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",260000,0.5514773338509437,0.3955208244596409
